,Symbol,Company Name,Market Cap,% Change,Volume,Revenue
742,BLBX,Blackboxstocks Inc.,8.35M,0.74%,2526,3.39M
743,VHAI,Vocodia Holdings Corp,8.30M,-0.99%,3615755,156.61K
744,JNVR,Janover Inc.,8.00M,0.77%,140,2.11M
745,VISL,"Vislink Technologies, Inc.",7.93M,1.82%,3458,26.79M
746,LYT,Lytus Technologies Holdings PTV. Ltd.,7.85M,-2.37%,678663,19.39M
747,UAVS,"AgEagle Aerial Systems, Inc.",7.62M,-3.74%,265079,15.29M
748,QH,Quhuo Limited,7.59M,5.04%,13243,510.07M
749,MICS,"The Singing Machine Company, Inc.",7.57M,7.63%,23831,29.05M
750,IFBD,"Infobird Co., Ltd",7.54M,-,172159,2.93M
751,SCKT,"Socket Mobile, Inc.",7.47M,-2.86%,6114,17.81M
752,MOB,Mobilicom Ltd,7.38M,-,25224,1.32M
753,INTZ,Intrusion Inc.,7.07M,3.44%,327768,5.69M
754,OST,"Ostin Technology Group Co., Ltd.",6.88M,-0.18%,23563,57.53M
755,MITQ,"Moving iMage Technologies, Inc.",6.58M,-2.09%,101720,19.41M
756,OMQS,OMNIQ Corp.,6.48M,4.83%,41118,90.75M
757,AWIN,AERWINS Technologies Inc.,6.32M,-,289291,3.18M
758,GVP,"GSE Systems, Inc.",6.23M,-,19506,45.64M
759,SOPA,Society Pass Incorporated,6.08M,-1.57%,96602,9.14M
760,WAVD,"WaveDancer, Inc.",5.96M,-5.07%,16263,8.55M
761,IMTE,Integrated Media Technology Limited,5.54M,9.32%,43,573.11K
762,MRIN,Marin Software Incorporated,5.50M,4.63%,114443,17.73M
763,VVPR,VivoPower International PLC,5.36M,1.95%,5031,15.06M
764,NXTP,"NextPlay Technologies, Inc.",5.30M,-6.55%,42889,2.91M
765,VS,Versus Systems Inc.,5.23M,1.07%,7998,454.56K
766,AMST,Amesite Inc.,5.21M,8.30%,27772,432.36K
767,CAMP,CalAmp Corp.,5.00M,1.98%,90146,264.74M
768,TGL,Treasure Global Inc.,4.19M,8.31%,34545,53.59M
769,CETX,"Cemtrex, Inc.",3.92M,-1.08%,44726,64.28M
770,SASI,"Sigma Labs, Inc.",3.89M,-0.48%,32532,522.87K
771,FRGT,"Freight Technologies, Inc.",3.66M,7.00%,412177,19.68M
772,PEGY,Pineapple Energy Inc.,3.32M,0.34%,1274308,73.79M
773,ASNS,"Actelis Networks, Inc.",3.29M,-3.57%,9430,7.12M
774,VERB,"Verb Technology Company, Inc.",3.26M,2.15%,219569,4.41M
775,DATS,"DatChat, Inc.",3.26M,2.29%,43716,4.42K
776,PRSO,Peraso Inc.,2.94M,-7.87%,119002,15.80M
777,WTO,UTime Limited,2.88M,-1.51%,44064,21.55M
778,OBLG,"Oblong, Inc.",2.59M,-0.57%,72022,4.29M
779,TAOP,Taoping Inc.,2.31M,-,93031,27.77M
780,AUUD,Auddia Inc.,2.29M,-6.14%,262919,-
781,SYTA,Siyata Mobile Inc.,1.81M,-0.31%,6169,8.47M
782,MYSZ,"My Size, Inc.",1.78M,1.30%,171199,6.69M
783,WISA,"WiSA Technologies, Inc.",1.70M,3.09%,46798720,2.58M
784,XTKG,X3 Holdings Co Ltd.,1.59M,0.47%,145050,10.05M
785,BCAN,BYND Cannasoft Enterprises Inc.,1.26M,-11.86%,62948298,1.11M
786,ASTI,"Ascent Solar Technologies, Inc.",1.23M,6.18%,349762,458.26K
